sample_id,task,selector,reference_variant,candidate_variant,transition,prediction_changed,reference_correct,candidate_correct,reference_prediction,candidate_prediction,answer,question,frame_indices,pool_reconstruction_error,selected_reconstruction_error
action_sequence_0048,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Tidied up the closet/cabinet.,Tidied up the closet/cabinet.,Tidied up the blanket.,What happened after the person put down the clothes?,"[239, 253, 280, 362, 376, 403, 417, 431]",0.08374962955713272,0.08490148931741714
action_sequence_0051,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Put down the phone/camera.,Put down the phone/camera.,Took the book.,What happened after the person closed the door?,"[253, 278, 327, 340, 352, 365, 377, 389]",0.07672432065010071,0.07692152261734009
action_sequence_0056,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Took the paper/notebook.,Took the paper/notebook.,Took the paper/notebook.,What happened after the person opened the book?,"[34, 35, 37, 41, 44, 51, 53, 55]",0.07838334888219833,0.07765465974807739
action_sequence_0062,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Put down the box.,Put down the box.,Put down the box.,What happened after the person sat at the table?,"[182, 191, 201, 221, 231, 290, 300, 310]",0.06403633952140808,0.06302396953105927
action_sequence_0063,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Took the towel.,Took the towel.,Took the paper/notebook.,What happened after the person held the dish?,"[94, 134, 140, 157, 162, 168, 174, 180]",0.055999308824539185,0.05647250637412071
action_sequence_0067,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Sat at the table.,Sat at the table.,Sat at the table.,What happened before the person held the sandwich?,"[303, 318, 392, 407, 422, 436, 451, 466]",0.07683541625738144,0.0767827257514
action_sequence_0068,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Put down the broom.,Put down the broom.,Threw the pillow.,What happened before the person held the phone/camera?,"[295, 313, 331, 349, 403, 529, 547, 565]",0.08518656343221664,0.08601713180541992
action_sequence_0079,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Lied on the floor.,Lied on the floor.,Lied on the floor.,What happened before the person watched at the picture?,"[131, 168, 176, 183, 198, 221, 228, 236]",0.06520269811153412,0.06438881903886795
action_sequence_0090,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Opened the closet/cabinet.,Opened the closet/cabinet.,Opened the box.,What happened after the person threw the clothes?,"[128, 143, 198, 213, 221, 229, 237, 245]",0.08146645128726959,0.0822967141866684
action_sequence_0098,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Sat on the sofa/couch.,Sat on the sofa/couch.,Put down the shoe.,What happened after the person opened the box?,"[43, 57, 59, 61, 64, 66, 68, 70]",0.06471064686775208,0.06444348394870758
action_sequence_0103,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Put down the towel.,Put down the towel.,Sat on the floor.,What happened after the person washed the clothes?,"[261, 286, 337, 350, 363, 376, 388, 401]",0.07349733263254166,0.07294788211584091
action_sequence_0106,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Put down the book.,Put down the book.,Put down the book.,What happened after the person sat at the table?,"[262, 288, 301, 313, 365, 377, 390, 403]",0.04293075203895569,0.0426618717610836
action_sequence_0113,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Opened the bag.,Opened the bag.,Took the clothes.,What happened before the person opened the refrigerator?,"[239, 251, 276, 288, 300, 362, 374, 386]",0.07426103204488754,0.07437470555305481
action_sequence_0125,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Took the picture.,Took the picture.,Opened the book.,What happened after the person sat at the table?,"[297, 310, 322, 335, 348, 373, 386, 398]",0.05217006802558899,0.05248744785785675
action_sequence_0126,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Took the broom.,Took the broom.,Took the broom.,What happened after the person sat on the floor?,"[188, 196, 203, 211, 219, 226, 234, 242]",0.07376298308372498,0.07245989143848419
action_sequence_0137,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Put down the cup/glass/bottle.,Put down the cup/glass/bottle.,Closed the laptop.,What happened before the person opened the closet/cabinet?,"[290, 303, 317, 330, 344, 398, 411, 425]",0.08543159812688828,0.08555379509925842
action_sequence_0147,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Took the paper/notebook.,Took the paper/notebook.,Took the paper/notebook.,What happened before the person held the book?,"[201, 213, 249, 274, 286, 359, 371, 383]",0.06427989155054092,0.06382244825363159
action_sequence_0151,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Sat on the sofa/couch.,Sat on the sofa/couch.,Closed the laptop.,What happened before the person took the food?,"[170, 180, 190, 242, 293, 304, 314, 324]",0.06359776854515076,0.06413620710372925
action_sequence_0154,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Closed the refrigerator.,Closed the refrigerator.,Took the towel.,What happened after the person closed the door?,"[169, 179, 243, 252, 261, 271, 280, 289]",0.06294657289981842,0.06330450624227524
action_sequence_0155,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Opened the bag.,Opened the bag.,Took the towel.,What happened before the person held the clothes?,"[154, 179, 187, 221, 229, 246, 254, 262]",0.04309283196926117,0.04366698116064072
action_sequence_0156,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Took the picture.,Took the picture.,Put down the dish.,What happened before the person took the phone/camera?,"[228, 239, 250, 305, 317, 328, 339, 350]",0.07186877727508545,0.07359255850315094
action_sequence_0158,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Opened the bag.,Opened the bag.,Closed the box.,What happened after the person put down the towel?,"[190, 212, 222, 288, 299, 320, 331, 342]",0.0650242418050766,0.06445738673210144
action_sequence_0161,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Took the book.,Took the book.,Took the book.,What happened after the person put down the laptop?,"[86, 113, 117, 122, 126, 130, 135, 139]",0.06305627524852753,0.06272086501121521
action_sequence_0163,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Closed the refrigerator.,Closed the refrigerator.,Closed the refrigerator.,What happened after the person put down the food?,"[130, 138, 145, 153, 197, 220, 227, 235]",0.042972907423973083,0.04251977056264877
action_sequence_0168,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Opened the door.,Opened the door.,Put down the sandwich.,What happened after the person took the cup/glass/bottle?,"[85, 90, 100, 110, 130, 144, 149, 154]",0.07914254069328308,0.07834611088037491
action_sequence_0173,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Closed the refrigerator.,Closed the refrigerator.,Closed the refrigerator.,What happened before the person held the sandwich?,"[259, 270, 280, 291, 301, 312, 323, 333]",0.06205357238650322,0.06166530400514603
action_sequence_0177,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Opened the closet/cabinet.,Opened the closet/cabinet.,Opened the closet/cabinet.,What happened after the person put down the clothes?,"[95, 114, 123, 128, 132, 137, 142, 146]",0.05137168616056442,0.051069699227809906
action_sequence_0183,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Opened the bag.,Opened the bag.,Put down the paper/notebook.,What happened after the person held the laptop?,"[339, 376, 413, 450, 523, 542, 560, 578]",0.06836509704589844,0.06619139015674591
action_sequence_0187,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Took the dish.,Took the dish.,Took the dish.,What happened after the person opened the bag?,"[106, 112, 118, 130, 136, 178, 184, 190]",0.08570559322834015,0.0848294049501419
action_sequence_0190,action_sequence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Put down the phone/camera.,Put down the phone/camera.,Took the sandwich.,What happened before the person closed the closet/cabinet?,"[163, 169, 176, 183, 189, 196, 203, 209]",0.0718809962272644,0.07162435352802277
moving_direction_0003,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Up and to the right.,Up and to the right.,Down and to the left.,In which direction does the blue cube move in the video?,"[66, 70, 74, 78, 90, 118, 122, 126]",0.0310923233628273,0.03143574669957161
moving_direction_0005,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,Can you identify the direction of the gray sphere's movement in the video?,"[86, 94, 106, 110, 114, 118, 122, 126]",0.025466911494731903,0.026225781068205833
moving_direction_0007,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the left.,Can you identify the direction of the brown sphere's movement in the video?,"[66, 82, 86, 110, 114, 118, 122, 126]",0.028149671852588654,0.027474327012896538
moving_direction_0020,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the right.,Can you identify the direction of the purple sphere's movement in the video?,"[66, 70, 106, 110, 114, 118, 122, 126]",0.02845419943332672,0.028152965009212494
moving_direction_0026,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the right.,What direction is the green sphere moving in within the video?,"[94, 98, 102, 106, 110, 118, 122, 126]",0.02669985219836235,0.026944592595100403
moving_direction_0044,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,What direction is the red sphere moving in within the video?,"[90, 102, 106, 110, 114, 118, 122, 126]",0.02826826274394989,0.028304528445005417
moving_direction_0046,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,In which direction does the gray sphere move in the video?,"[70, 74, 78, 82, 86, 118, 122, 126]",0.028513284400105476,0.028280945494771004
moving_direction_0047,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the left.,What direction is the gray sphere moving in within the video?,"[82, 98, 106, 110, 114, 118, 122, 126]",0.02740115113556385,0.026996146887540817
moving_direction_0066,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Down and to the left.,What direction is the red sphere moving in within the video?,"[66, 70, 74, 90, 114, 118, 122, 126]",0.02780231647193432,0.027129705995321274
moving_direction_0067,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the right.,Can you identify the direction of the blue sphere's movement in the video?,"[86, 90, 98, 106, 114, 118, 122, 126]",0.026665078476071358,0.0263578649610281
moving_direction_0071,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Down and to the left.,Can you identify the direction of the gray cube's movement in the video?,"[94, 98, 102, 106, 110, 118, 122, 126]",0.027680326253175735,0.029676901176571846
moving_direction_0075,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the left.,What direction is the red sphere moving in within the video?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.026785559952259064,0.027342069894075394
moving_direction_0081,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Up and to the right.,Up and to the right.,Up and to the left.,Can you identify the direction of the red sphere's movement in the video?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.029473967850208282,0.03012622706592083
moving_direction_0083,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,In which direction does the green sphere move in the video?,"[90, 102, 106, 110, 114, 118, 122, 126]",0.02687665820121765,0.026698989793658257
moving_direction_0085,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,What direction is the yellow sphere moving in within the video?,"[94, 98, 106, 110, 114, 118, 122, 126]",0.0279825609177351,0.02743852697312832
moving_direction_0088,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Down and to the right.,Down and to the right.,Down and to the left.,What direction is the cyan cylinder moving in within the video?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02947382815182209,0.029722245410084724
moving_direction_0090,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the right.,In which direction does the red sphere move in the video?,"[70, 98, 102, 110, 114, 118, 122, 126]",0.03225824609398842,0.03297646343708038
moving_direction_0092,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Down and to the right.,Down and to the right.,Up and to the right.,Can you identify the direction of the red sphere's movement in the video?,"[90, 102, 106, 110, 114, 118, 122, 126]",0.029078861698508263,0.02855926752090454
moving_direction_0097,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Down and to the left.,In which direction does the blue sphere move in the video?,"[82, 98, 102, 106, 110, 118, 122, 126]",0.02718307636678219,0.026993412524461746
moving_direction_0099,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Up and to the right.,Up and to the right.,Down and to the right.,Can you identify the direction of the purple sphere's movement in the video?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.02852322719991207,0.028934957459568977
moving_direction_0101,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,What direction is the yellow sphere moving in within the video?,"[70, 74, 78, 82, 86, 118, 122, 126]",0.027371075004339218,0.027318177744746208
moving_direction_0104,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,Can you identify the direction of the yellow sphere's movement in the video?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02449849620461464,0.02408134937286377
moving_direction_0110,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Down and to the right.,What direction is the cyan cylinder moving in within the video?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.027252331376075745,0.02696346491575241
moving_direction_0114,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,Up and to the left.,Up and to the left.,Down and to the left.,What direction is the blue cube moving in within the video?,"[94, 98, 106, 110, 114, 118, 122, 126]",0.025934528559446335,0.025945980101823807
moving_direction_0118,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the right.,Can you identify the direction of the purple sphere's movement in the video?,"[90, 94, 98, 102, 106, 118, 122, 126]",0.025625310838222504,0.025641126558184624
moving_direction_0119,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Down and to the left.,Can you identify the direction of the gray sphere's movement in the video?,"[70, 78, 98, 110, 114, 118, 122, 126]",0.02823873981833458,0.02844807505607605
moving_direction_0122,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Down and to the left.,What direction is the cyan cube moving in within the video?,"[86, 90, 94, 98, 102, 118, 122, 126]",0.026897253468632698,0.02665708027780056
moving_direction_0123,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,What direction is the cyan sphere moving in within the video?,"[78, 90, 94, 98, 114, 118, 122, 126]",0.02902756817638874,0.029434092342853546
moving_direction_0124,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,What direction is the blue sphere moving in within the video?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02740093506872654,0.027254313230514526
moving_direction_0125,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,What direction is the brown sphere moving in within the video?,"[90, 102, 106, 110, 114, 118, 122, 126]",0.030388016253709793,0.031041238456964493
moving_direction_0129,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Down and to the left.,Can you identify the direction of the cyan cylinder's movement in the video?,"[86, 94, 98, 102, 106, 118, 122, 126]",0.02590646967291832,0.026076722890138626
moving_direction_0133,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Down and to the left.,What direction is the cyan sphere moving in within the video?,"[90, 94, 98, 106, 110, 118, 122, 126]",0.026990598067641258,0.027894845232367516
moving_direction_0144,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the left.,In which direction does the red sphere move in the video?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.025793852284550667,0.025591477751731873
moving_direction_0154,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,What direction is the green sphere moving in within the video?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02698177471756935,0.026481762528419495
moving_direction_0166,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,Up and to the right.,Up and to the right.,Up and to the right.,In which direction does the brown sphere move in the video?,"[70, 74, 94, 110, 114, 118, 122, 126]",0.027488568797707558,0.026992980390787125
moving_direction_0168,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,The object is stationary.,The object is stationary.,Up and to the left.,In which direction does the gray sphere move in the video?,"[74, 82, 86, 102, 106, 118, 122, 126]",0.02690592035651207,0.027230311185121536
moving_direction_0169,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,Can you identify the direction of the purple sphere's movement in the video?,"[78, 86, 90, 110, 114, 118, 122, 126]",0.02646273747086525,0.027056798338890076
moving_direction_0181,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,What direction is the brown sphere moving in within the video?,"[82, 86, 106, 110, 114, 118, 122, 126]",0.029344191774725914,0.02878139726817608
moving_direction_0182,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,Can you identify the direction of the yellow sphere's movement in the video?,"[90, 98, 106, 110, 114, 118, 122, 126]",0.03131423518061638,0.030202552676200867
moving_direction_0183,moving_direction,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,The object is stationary.,The object is stationary.,The object is stationary.,In which direction does the red sphere move in the video?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.026547251269221306,0.02567531354725361
object_existence_0003,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any stationary objects when the video ends?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02818789705634117,0.02902720496058464
object_existence_0010,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any moving yellow objects when the video ends?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02813870459794998,0.027454545721411705
object_existence_0013,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any purple spheres that enter the scene?,"[78, 102, 106, 110, 114, 118, 122, 126]",0.027253994718194008,0.02701399475336075
object_existence_0018,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any rubber spheres that exit the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.033799558877944946,0.0339961051940918
object_existence_0019,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,Are there any stationary green objects?,"[86, 98, 102, 110, 114, 118, 122, 126]",0.028309106826782227,0.028406618162989616
object_existence_0020,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any stationary cyan objects when the video ends?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02921043336391449,0.028619879856705666
object_existence_0025,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any moving spheres?,"[94, 98, 102, 106, 114, 118, 122, 126]",0.028406435623764992,0.029380062595009804
object_existence_0026,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,Are there any stationary spheres?,"[94, 98, 102, 110, 114, 118, 122, 126]",0.028551440685987473,0.027364937588572502
object_existence_0031,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,Are there any objects that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02699248120188713,0.027246754616498947
object_existence_0032,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any moving spheres?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.028886709362268448,0.029080567881464958
object_existence_0036,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any moving spheres when the video ends?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.02977129817008972,0.030460653826594353
object_existence_0038,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,Are there any objects that exit the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02780018374323845,0.027311943471431732
object_existence_0040,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any moving cylinders when the video ends?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.028210362419486046,0.02784424088895321
object_existence_0046,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any blue objects that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.027710191905498505,0.026983855292201042
object_existence_0061,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any gray cubes that exit the scene?,"[90, 98, 102, 110, 114, 118, 122, 126]",0.02737479656934738,0.02677191235125065
object_existence_0064,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any stationary cylinders when the video begins?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02700737863779068,0.027031507343053818
object_existence_0066,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any stationary purple objects when the video begins?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02958306297659874,0.029484117403626442
object_existence_0068,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any stationary red objects when the video ends?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02860289067029953,0.029125839471817017
object_existence_0077,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,Are there any stationary gray objects when the video ends?,"[90, 94, 98, 102, 110, 118, 122, 126]",0.03161865472793579,0.03114130347967148
object_existence_0082,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any metal objects that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.027145132422447205,0.026495708152651787
object_existence_0083,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any moving cubes?,"[94, 98, 106, 110, 114, 118, 122, 126]",0.026658495888113976,0.026551054790616035
object_existence_0085,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any stationary cylinders?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.026732107624411583,0.02623441442847252
object_existence_0089,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any gray objects that enter the scene?,"[94, 98, 102, 110, 114, 118, 122, 126]",0.027590783312916756,0.02740568295121193
object_existence_0093,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any gray objects that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.029526369646191597,0.02991928718984127
object_existence_0097,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any stationary cylinders?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.026522040367126465,0.0264864731580019
object_existence_0102,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any moving yellow objects?,"[90, 98, 102, 110, 114, 118, 122, 126]",0.027584122493863106,0.027696482837200165
object_existence_0104,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any rubber cylinders that enter the scene?,"[82, 86, 90, 94, 98, 118, 122, 126]",0.02762753702700138,0.027666274458169937
object_existence_0130,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,Are there any brown cylinders that enter the scene?,"[86, 102, 106, 110, 114, 118, 122, 126]",0.0267189834266901,0.026335999369621277
object_existence_0135,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any moving rubber objects?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.026053741574287415,0.025980180129408836
object_existence_0137,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any cylinders that enter the scene?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.029369261115789413,0.029838256537914276
object_existence_0141,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any stationary cubes when the video ends?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.02506033331155777,0.025171102955937386
object_existence_0147,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any stationary yellow objects when the video ends?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.027028439566493034,0.026472799479961395
object_existence_0152,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any metal cubes that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.028348127380013466,0.028190093114972115
object_existence_0153,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any stationary gray objects?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.02842675894498825,0.028349602594971657
object_existence_0155,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any stationary gray objects when the video ends?,"[90, 102, 106, 110, 114, 118, 122, 126]",0.026618938893079758,0.025908388197422028
object_existence_0157,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any yellow spheres that enter the scene?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.02714350074529648,0.02646312117576599
object_existence_0159,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any cylinders that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]",0.029630500823259354,0.030059462413191795
object_existence_0177,object_existence,learned_recent_query_topk,full,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any moving blue objects when the video begins?,"[94, 102, 106, 110, 114, 118, 122, 126]",0.025005478411912918,0.025154661387205124
